order_id,customer_id,customer_name,customer_email,order_date,product_id,product_name,product_category,quantity,unit_price,discount_percentage,shipping_cost,total_amount,payment_method,order_status,shipping_address,city,country,postal_code,is_priority_order
ORD001203,CUST8776,Tara Velasquez,qmorales@yahoo.com,2025-10-13 22:27:00,PROD510,Indeed Phone,Fashion,2,135.02,0.08,47.43,295.87,Debit Card,Shipped,"08529 Collins Islands Apt. 175, West Ashleyside, NM 69866",New Angela,India,64418,True
ORD001204,CUST5309,Julie Evans MD,jordangloria@cox.com,2025-03-24 02:36:00,PROD589,Physical Laptop,Groceries,3,1330.96,0.13,49.83,3523.64,Cash on Delivery,Shipped,"386 Johnson Light Suite 246, Harriston, GA 11998",Johnborough,USA,12161,False
ORD001205,CUST1183,Cheryl Knight,loriprince@dorsey.com,2025-03-01 17:02:00,PROD480,Relate Laptop,Sports,4,408.88,0.09,37.33,1525.65,Credit Card,Delivered,"8855 Flores Dale Suite 529, Garcialand, ID 54511",Mayerstad,India,60115,False
ORD001206,CUST4498,Kelly Stewart,debrabryant@gmail.com,2025-10-27 16:00:00,PROD293,Realize Bag,Books,5,1761.37,0.04,46.04,8500.62,Net Banking,Delivered,"6963 Lindsey Plains Suite 864, South Deniseberg, TX 51235",Lake Davidshire,UK,15029,True
ORD001207,CUST3080,Sydney Reynolds,tvilla@hotmail.com,2025-02-20 05:24:00,PROD978,Many Phone,Fashion,9,1268.63,0.16,40.19,9631.03,Credit Card,Processing,"368 Taylor Pine, Maryfort, NH 25567",Olsonton,UK,12357,True
ORD001208,CUST7658,April Pena,lawsonbrian@hotmail.com,2025-10-17 05:15:00,PROD161,Form Chair,Books,7,1680.34,0.11,11.27,10479.79,Credit Card,Shipped,"38721 David Wall, Danashire, SC 36416",Jessicafurt,Germany,22982,False
ORD001209,CUST3086,Robin Sharp,edwarddavis@yahoo.com,2025-01-15 06:42:00,PROD590,Large Phone,Groceries,6,784.6,0.18,43.35,3903.58,Wallet,Returned,"350 Keith Street, South David, TX 71078",West Alexiston,UK,84807,True
ORD001210,CUST2086,Erik Wyatt DDS,chamberspatricia@gmail.com,2025-05-04 19:33:00,PROD675,Chance Laptop,Beauty,5,996.78,0.02,29.99,4914.21,Debit Card,Delivered,"50745 Kathleen Summit Apt. 328, Port Breannashire, WY 61532",East Josephtown,Australia,40121,True
ORD001211,CUST9770,Christina Johnson,qwashington@thompson.com,2025-07-09 08:25:00,PROD719,Wrong Book,Home,0,931.69,0.24,45.86,3586.28,Net Banking,Shipped,"USCGC Wells, FPO AP 29417",Grahammouth,Canada,34219,False
ORD001212,CUST3248,Austin Martinez,varroyo@yahoo.com,2025-07-17 22:37:00,PROD580,Force Book,Electronics,9,1847.29,0.18,33.05,13666.05,Cash on Delivery,Cancelled,"7126 Patterson Junction, New Jay, OK 98146",New Joseph,UK,61144,False
ORD001213,CUST9413,Sandra Nixon,peckcorey@yahoo.com,2025-09-30 16:39:00,PROD333,Then Book,Home,2,506.93,0.08,13.56,946.31,Debit Card,Shipped,"062 Montgomery Streets, Williamport, NV 62518",East Janet,Canada,74552,True
ORD001214,CUST4085,Carlos Hancock,shannonrodriguez@rodriguez.com,2025-06-28 09:12:00,PROD886,Our Phone,Groceries,6,1037.76,0.12,13.2,5492.57,Debit Card,Delivered,"7142 Kristine Corners Suite 220, Gatesmouth, CO 06511",Lake Joshuaview,Australia,25350,False
ORD001215,CUST9521,Shawn Long,jason29@yahoo.com,2025-04-08 21:43:00,PROD277,Per Laptop,Beauty,6,1426.68,0.17,10.22,7115.09,Cash on Delivery,Delivered,"00722 Sanders Parkway, West Eric, AR 82709",Dorseymouth,Germany,88142,True
ORD001216,CUST7416,Mr. Thomas Lopez,benjaminwilliams@gmail.com,2025-04-16 19:50:00,PROD595,We Bag,Home,6,370.24,0.19,24.85,1824.22,Wallet,Processing,"25867 Dyer Haven Suite 586, South Gabrielport, SD 04146",West Joshua,UK,55702,False
ORD001217,CUST1053,Connie Joseph,deborah68@yahoo.com,2025-03-16 08:38:00,PROD168,Writer Shoes,Groceries,2,508.81,0.29,40.66,763.17,UPI,Delivered,"4635 Steven Park, West Teresa, CA 67960",Danielfort,UK,52390,False
ORD001218,CUST9020,Jasmine Padilla,amurphy@gmail.com,2026-04-24 17:37:00,PROD709,Analysis Laptop,Books,5,1024.68,0.13,13.29,4470.65,Net Banking,Delivered,"375 Ian Ville, Doylehaven, SC 18808",North Anneburgh,UK,17262,False
ORD001219,CUST5544,Nicholas Morgan,mary37@hotmail.com,2025-03-03 04:11:00,PROD210,Case Phone,Sports,2,725.86,0.24,2.73,1106.04,UPI,Pending,"0414 Shari Inlet Apt. 029, Williamsland, WY 64292",East Brittany,USA,19210,True
ORD001220,CUST2825,Manuel Gonzalez,patricia39@martin.com,2026-04-19 23:43:00,PROD445,Alone Phone,Beauty,7,413.76,0.27,28.33,2142.64,UPI,Pending,"628 Johnson Valley Suite 953, New Taylorborough, TN 39043",Powelltown,Germany,07093,False
ORD001221,CUST4872,Jessica Moore,zjordan@yahoo.com,2025-05-04 07:14:00,PROD255,Political Laptop,Sports,10,1209.3,0.23,46.39,9358.0,Wallet,Shipped,"0943 Wagner Wells, Rebeccatown, MD 44461",West Kristin,Germany,56491,True
ORD001222,CUST5419,John Lopez,jasongentry@gmail.com,2025-03-29 12:13:00,PROD928,Generation Watch,Electronics,9,1234.51,0.29,4.56,7893.08,Credit Card,Returned,"3468 Thomas Centers, Taylorborough, TX 89621",West Dana,USA,56917,False
ORD001223,CUST1051,Brian Gomez,dmiller@yahoo.com,2025-04-24 07:29:00,PROD344,True Bag,Home,10,335.46,0.05,11.02,3197.89,Net Banking,Pending,"868 Bender Ridges, West Teresa, KS 02992",Lake Savannah,Canada,85699,False
ORD001224,CUST7299,Lisa Miller,robert13@hotmail.com,2025-08-17 06:14:00,PROD971,Firm Phone,Groceries,2,1695.33,0.12,22.21,3005.99,Net Banking,Processing,"318 Amy Crossing, Rileyborough, NJ 55659",Port Derekborough,India,65245,False
ORD001225,CUST9315,Lindsey Glover,parsonsnancy@arias.com,2025-04-16 21:31:00,PROD730,Image Watch,Groceries,7,1580.23,0.16,16.1,9307.85,Net Banking,Delivered,"00239 Michael Forge Apt. 336, Lake Carl, AL 78311",North Gary,Canada,06464,True
ORD001226,CUST4393,Bryan Larson,hlopez@gmail.com,2025-07-10 04:45:00,PROD323,Prevent Book,Home,2,1203.9,0.21,18.88,1921.04,Net Banking,Delivered,"17756 Alan Avenue, Lake Bonnieland, MS 45426",Port Katherine,Germany,39039,True
ORD001227,CUST4998,Kendra Scott,ewilson@mitchell-vasquez.biz,2026-01-02 09:57:00,PROD760,Present Bag,Electronics,4,761.99,0.26,48.03,2303.52,Net Banking,Returned,"087 Dennis Divide Apt. 040, New Johnhaven, ND 95802",West Courtney,Australia,74936,True
ORD001228,CUST2465,Cassandra Harris,awade@brooks.com,2025-07-19 18:22:00,PROD547,Could Book,Home,6,765.04,0.15,36.21,3937.91,Debit Card,Delivered,"325 Jennifer Lights, West Dylan, AZ 22000",East Danielchester,Germany,61753,False
ORD001229,CUST9698,Molly Martin,pamelasnyder@garcia.biz,2026-04-12 08:30:00,PROD929,Like Shoes,Groceries,3,341.24,0.26,32.25,789.8,Credit Card,Cancelled,"7862 Harry Court, Jacobfurt, KS 99330",South Scott,UK,02564,False
ORD001230,CUST9605,Andrew Berry,vjennings@davidson.com,2025-01-25 07:05:00,PROD361,Young Watch,Fashion,3,189.29,0.21,2.5,451.12,UPI,Pending,"19841 Elizabeth Burgs Suite 550, Warrenburgh, LA 54615",Griffinbury,USA,65587,False
ORD001231,CUST1854,Jessica Bishop,hansenjessica@santos.com,2025-05-23 05:14:00,PROD686,Receive Bag,Groceries,7,626.64,0.16,11.59,3696.23,Cash on Delivery,Pending,"8355 Christopher Estates, Jacksonmouth, VA 18529",New Anthony,USA,90888,False
ORD001232,CUST2262,Cynthia Smith,waltonbryan@scott.com,2025-10-08 15:27:00,PROD168,To Chair,Electronics,3,476.31,0.24,9.77,1095.76,UPI,Returned,"99050 Kevin Locks, Calebfort, VT 36305",Phamland,USA,60910,True
ORD001233,CUST1143,James Fernandez,jgaines@yahoo.com,2026-02-03 14:35:00,PROD433,Day Chair,Fashion,6,1447.8,0.05,46.61,-8299.07,UPI,Processing,"40790 Walters Plains, East Amyhaven, OK 08685",North Wendyview,Canada,44445,True
ORD001234,CUST4963,Kathryn Neal,ebutler@hotmail.com,2025-09-14 16:57:00,PROD982,Traditional Phone,Groceries,1,790.64,0.05,23.45,774.56,UPI,Processing,"601 Williams Drives Apt. 764, Charlesfort, NH 99903",East Nicoleborough,Canada,73261,False
ORD001235,CUST1692,Michael Bell,shannon27@sandoval-morris.com,2025-08-25 07:29:00,PROD168,Shoulder Watch,Fashion,3,1421.87,0.21,8.1,3377.93,Credit Card,Cancelled,"928 Warren Point Suite 358, Thompsonmouth, RI 80151",East Courtney,Germany,44993,False
ORD001236,CUST9514,Stephanie Sims,anthony93@shaw.org,2025-09-28 15:43:00,PROD462,Such Chair,Sports,7,1102.88,0.22,44.44,6066.16,Wallet,Delivered,"8442 Wright Point Apt. 565, Lake John, OH 96582",Stanleyfurt,Australia,22261,False
ORD001237,CUST4389,Brittney Wright,melodyjacobson@mccoy-brown.com,2026-01-20 08:33:00,PROD175,Item Phone,Home,7,337.96,0.26,6.31,1756.94,UPI,Pending,"0142 Nicholas Spurs, West Nicole, HI 54974",South George,India,69730,False
ORD001238,CUST8135,Catherine Robinson,rjohnson@yahoo.com,2025-07-15 12:19:00,PROD893,Himself Bag,Groceries,6,52.63,0.15,37.52,305.93,Debit Card,Processing,"434 Villa Corner, North Tannerview, OK 35232",Victoriamouth,UK,63160,True
ORD001239,CUST8975,Carol Hess,melissatate@yahoo.com,2025-11-29 09:25:00,PROD508,Economy Watch,Beauty,4,288.92,0.27,45.18,888.83,Net Banking,Shipped,"29116 Goodwin Row Apt. 464, New Caitlyn, NV 23245",Scottborough,Germany,42864,True
ORD001240,CUST5840,Terry Montgomery,kathy91@yahoo.com,2025-08-26 04:26:00,PROD483,Education Laptop,Home,1,494.51,0.04,32.0,506.73,Net Banking,Pending,"5145 Laura Forges, Timothyshire, TX 31251",West Susanside,UK,22981,False
ORD001241,CUST2110,Patrick Bright,taylorrichard@strong-allen.info,2025-02-09 19:18:00,PROD460,Nor Book,Fashion,6,1643.08,0.17,2.03,8184.57,UPI,Delivered,"43014 Smith Manor Suite 106, Allenmouth, ME 80079",Port Dylanland,Canada,68510,True
ORD001242,CUST7082,Linda Graves,bmorgan@atkinson.info,2025-01-06 03:09:00,PROD124,Because Watch,Books,9,542.87,0.01,10.93,4847.9,UPI,Cancelled,"12502 Christopher Cape, West Kathleenburgh, NJ 22135",Mccormickhaven,Canada,30232,False
ORD001243,CUST8987,Ashley Thompson,bakerjacqueline@hotmail.com,2025-06-27 19:20:00,PROD543,Find Chair,Sports,5,739.1,0.24,29.28,2837.86,Credit Card,Delivered,"9669 Wagner Green, North Sarah, CA 37976",West Maryberg,Australia,34237,True
ORD001244,CUST5376,Martin Walker,johnanthony@yahoo.com,2026-05-11 04:59:00,PROD247,Author Shoes,Groceries,7,663.65,0.21,36.57,3706.55,Debit Card,Returned,"528 Singh Station Suite 757, Lewisfort, WV 80298",New Jerome,India,45067,False
ORD001245,CUST4172,John Harrison,bwallace@collins-garrett.com,2025-05-22 12:14:00,PROD527,Home Chair,Groceries,1,92.81,0.0,6.65,99.46,Debit Card,Delivered,"815 Kelsey Viaduct Apt. 903, Teresachester, AK 17981",Katrinachester,UK,81630,False
ORD001246,CUST4589,Janet Moran,michaelrhodes@yahoo.com,2026-04-15 06:00:00,PROD579,Adult Shoes,Beauty,2,330.97,0.01,36.36,691.68,Net Banking,Pending,"PSC 5121, Box 0184, APO AE 51543",Lake Derrick,India,41238,True
ORD001247,CUST9977,Donna Garcia,melissareed@brown-bailey.org,2025-12-09 14:51:00,PROD933,Property Bag,Home,6,1235.51,0.29,42.53,5305.8,Cash on Delivery,Shipped,"3524 Thomas Motorway Suite 076, Kiaramouth, IN 64181",Annstad,Australia,95845,False
ORD001248,CUST4706,Brittney Jones,sharon84@ellis-watkins.com,2025-09-27 04:42:00,PROD934,Beautiful Laptop,Books,10,1042.5,0.08,29.69,9620.69,Net Banking,Processing,"27929 Hart Trace Suite 523, Crawfordshire, RI 07413",North Lori,Germany,87634,False
ORD001249,CUST5920,Debra Kim,katherine59@miller.org,2026-04-27 16:19:00,PROD920,Sister Chair,Home,8,1945.66,0.3,2.56,10898.26,Credit Card,Cancelled,"85139 Brooks Gateway Suite 294, Jonesberg, NE 98521",North Joseph,USA,67494,True
ORD001250,CUST9287,Alex Gibbs,nicole11@george.com,2026-03-09 07:56:00,PROD471,Near Watch,Beauty,4,931.37,0.05,4.93,3544.14,Net Banking,Cancelled,"9338 Justin Station Apt. 716, East Jamesbury, NY 49483",Juanhaven,UK,85711,False
ORD001251,CUST1932,Jason Brock,ortegaerica@hotmail.com,2025-06-03 02:15:00,PROD546,Point Watch,Groceries,3,1248.0,0.28,33.14,2728.82,Net Banking,Shipped,"PSC 1378, Box 8021, APO AE 76568",South Todd,USA,95292,False
ORD001252,CUST7493,Kathleen Ellis,aallen@yahoo.com,2025-08-31 00:21:00,PROD702,Southern Shoes,Books,6,240.86,0.07,43.96,1387.96,Net Banking,Delivered,"USCGC Collins, FPO AA 39664",Christinaton,USA,27767,False
ORD001253,CUST2649,Victor Rodriguez,james11@gmail.com,2025-05-05 19:51:00,PROD184,Challenge Laptop,Groceries,3,675.54,0.18,29.67,1691.5,Cash on Delivery,Pending,"553 Lynn Plain, East Hayley, SD 11281",West Erika,India,09654,True
ORD001254,CUST1841,Matthew Edwards,yjohnson@smith-taylor.biz,2025-10-04 13:31:00,PROD102,Address Watch,Fashion,2,1869.08,0.24,34.87,2875.87,Credit Card,Processing,"151 Torres Parkways Suite 621, Haleyside, WA 33921",South Heidi,USA,76378,False
ORD001255,CUST6409,Anthony Aguilar,eknight@cooper.com,2026-03-08 11:43:00,PROD202,Coach Laptop,Sports,6,1333.79,0.03,8.26,7770.92,Credit Card,Shipped,"937 Tate Estates Suite 828, Alyssaside, CO 78061",Mariastad,India,11321,True
ORD001256,CUST5774,Nicholas Weber,lee64@reynolds-saunders.com,2026-02-25 06:50:00,PROD730,Economy Chair,Sports,3,1794.63,0.25,24.52,4062.44,Credit Card,Shipped,"41524 Tiffany Wells, Simpsonstad, KS 65212",Port Cesarshire,Canada,62095,False
ORD001257,CUST2574,Linda Reed,barrykevin@mcmillan-goodman.org,2025-03-12 02:29:00,PROD608,Respond Phone,Fashion,10,1705.53,0.05,38.8,16241.34,Cash on Delivery,Cancelled,"2502 Brian Spurs Suite 177, Port Cynthiabury, UT 55991",Lake Johnchester,Germany,13312,True
ORD001258,CUST6020,Edward Francis,cruzjoseph@morris-thompson.com,2025-07-21 10:42:00,PROD400,Fight Bag,Beauty,3,1391.34,0.24,17.94,3190.2,Net Banking,Cancelled,"86785 Susan Springs, South Rebeccafurt, NY 09707",Michaelmouth,UK,14894,True
ORD001259,CUST2301,Holly Perry,heathrobert@hotmail.com,2026-02-11 09:42:00,PROD160,Vote Phone,Electronics,6,425.04,0.14,35.16,2228.37,Debit Card,Pending,"363 King Route, West Ashleystad, DE 91675",Wilsonland,India,29216,False
ORD001260,CUST8890,Geoffrey Joyce,josewatson@dixon.biz,2025-03-06 04:46:00,PROD545,Policy Watch,Electronics,2,568.54,0.1,16.0,1039.37,Cash on Delivery,Processing,"26974 Riley Plaza, Aliciashire, NY 82745",Stevensonland,Australia,75428,False
ORD001261,CUST2082,Danny Bailey,greenjamie@hotmail.com,2026-04-25 22:13:00,PROD150,Type Laptop,Groceries,8,1314.08,0.11,19.54,9375.79,UPI,Shipped,"59164 Jimmy Crest, South Juan, VT 01809",South Peterville,UK,99217,True
ORD001262,CUST7919,Laura Shaw,stevenfleming@gmail.com,2026-02-21 15:29:00,PROD774,Think Book,Groceries,7,1568.53,0.26,22.48,8147.47,Wallet,Shipped,"60622 Alexander Field Suite 673, Tracystad, RI 96368",Gabrielhaven,Australia,41053,True
ORD001263,CUST3299,April Evans,robinsonjulie@harris-robinson.com,2025-01-04 05:16:00,PROD345,Foot Phone,Sports,7,190.97,0.26,16.73,1005.95,Net Banking,Pending,"746 Kaitlin Islands, Lake Jenny, MA 54654",North Angelaberg,Germany,02187,True
ORD001264,CUST7111,Sandy Fernandez,william62@hotmail.com,2026-01-05 05:26:00,PROD445,Audience Laptop,Electronics,1,1542.87,0.19,35.57,1285.29,Net Banking,Cancelled,"111 Wayne Common, Washingtontown, IL 84065",Colemanfurt,Canada,30455,True
ORD001265,CUST4222,Nathan Jensen,williamsantos@gmail.com,2025-04-19 04:21:00,PROD545,Join Chair,Beauty,9,550.52,0.12,26.44,4386.56,Credit Card,Cancelled,"USNV Perkins, FPO AA 44578",East Jamesfort,UK,80600,False
ORD001266,CUST8774,Christopher Beck,walltracy@gmail.com,2025-10-03 14:02:00,PROD949,Hair Watch,Books,5,668.55,0.12,31.35,2972.97,Wallet,,"132 Singh Crossroad, Bentonmouth, NV 13364",Brandonbury,Canada,07646,True
ORD001267,CUST4759,Jonathan Peters,martinezmichele@yahoo.com,2026-04-18 10:53:00,PROD784,Girl Phone,Home,10,449.68,0.08,44.58,4181.64,Net Banking,Pending,"918 Moore Stream Apt. 882, Lake Charlesville, OR 61686",Crawfordview,Germany,75781,True
ORD001268,CUST1782,James Miller,wgutierrez@gmail.com,2025-09-29 07:02:00,PROD177,Movie Chair,Groceries,4,1904.26,0.13,19.85,6646.67,UPI,Delivered,"PSC 2261, Box 9549, APO AP 03607",New Kevin,Canada,35043,False
ORD001269,CUST4496,Elizabeth Lambert,stephen66@gmail.com,2025-01-09 16:55:00,PROD646,Seven Bag,Sports,5,1538.96,0.2,24.83,6180.67,UPI,Cancelled,"5009 Heidi Ranch Suite 678, East Sophia, UT 85851",Susanshire,India,99672,True
ORD001270,CUST2305,Robert Bradshaw,mooresteve@yahoo.com,2026-04-19 12:35:00,PROD436,Identify Bag,Fashion,6,358.59,0.2,0.71,1721.94,Net Banking,Delivered,"360 Nichols Mill Apt. 020, Lake Jennifer, OH 13634",East Alexandershire,India,81477,True
ORD001271,CUST7986,Samuel Patterson,bmartin@lucas.com,2025-03-08 23:46:00,PROD308,Staff Bag,Fashion,5,342.2,0.09,12.85,1569.86,UPI,Processing,"5670 Davidson Prairie, West Richardmouth, LA 25901",Burnston,India,42135,False
ORD001272,CUST1054,Robert Harris,longjessica@garza.com,2025-06-08 17:44:00,PROD345,Experience Laptop,Groceries,9,1279.85,0.02,7.78,11296.06,UPI,Pending,"Unit 8873 Box 0588, DPO AA 70467",North Melissamouth,USA,28333,True
ORD001273,CUST3000,Mrs. Leslie Thompson,lesliejoyce@hotmail.com,2026-01-27 14:21:00,PROD592,Want Bag,Sports,2,1003.42,0.25,26.73,1531.86,UPI,Cancelled,"580 Smith Course, Paulmouth, WY 61691",North Anthonyshire,India,88518,False
ORD001274,CUST1298,Stephen Johnson,jonathan73@parker.biz,2026-02-08 02:22:00,PROD735,Some Chair,Groceries,3,778.82,0.06,47.25,2243.52,Credit Card,Returned,"941 Daniel Pines, Staceyfurt, CA 69140",East Daniel,India,02240,True
ORD001275,CUST6757,Calvin Keller,michaeljones@gmail.com,2025-03-16 10:10:00,PROD130,Weight Book,Groceries,9,1631.36,0.16,23.93,12357.01,Net Banking,Returned,"59409 Martin Ports, Bryanburgh, OK 59284",Lake Feliciaberg,UK,32863,True
ORD001276,CUST2096,Michelle Shelton,cphelps@hotmail.com,2026-02-18 16:49:00,PROD862,Impact Shoes,Groceries,7,428.66,0.06,31.87,2852.45,Cash on Delivery,Cancelled,"34039 Pierce Place Suite 443, New Coryborough, IA 21614",Lake Cindy,UK,90165,False
ORD001277,CUST6823,Michele White,williamrich@yahoo.com,2025-07-18 10:41:00,PROD117,Can Bag,Home,6,402.23,0.01,22.65,2411.9,Cash on Delivery,Pending,"185 Jeffrey Views Apt. 178, Brownmouth, NV 53715",Snydershire,Germany,18404,False
ORD001278,CUST2908,Dr. Robin Hansen,baxterbrian@schmidt.com,2026-01-19 00:20:00,PROD707,Summer Shoes,Books,8,175.02,0.25,29.73,1079.85,Net Banking,Cancelled,"8923 Jason Bridge, Kimhaven, DE 78440",West Katherine,Canada,62386,False
ORD001279,CUST7973,Carrie Morris,lopezrichard@hotmail.com,2025-03-03 19:51:00,PROD400,Thought Laptop,Groceries,1,1573.36,0.19,12.3,1286.72,Credit Card,Cancelled,"514 Perez Knolls Apt. 574, Ericahaven, FL 42855",Lake Robert,India,79608,False
ORD001280,CUST2218,Amber Rodriguez,gilldakota@gmail.com,2025-12-07 04:44:00,PROD643,Forward Book,Electronics,5,1632.31,0.3,14.03,5727.11,Net Banking,Delivered,"38515 Patterson Street Suite 705, Lake Robertside, PA 71882",New Jill,Germany,09376,False
ORD001281,CUST2640,Courtney Hamilton,katherineflores@williams-dorsey.com,2025-07-28 00:01:00,PROD471,Skin Laptop,Electronics,5,658.87,0.21,43.48,2646.02,UPI,Cancelled,"3338 John Road Suite 245, Brownland, MA 95196",Castanedaberg,Germany,53248,False
ORD001282,CUST6103,Joshua Colon,suzannecowan@russo.com,2026-03-31 03:11:00,PROD961,Reduce Chair,Sports,10,428.56,0.24,11.58,3268.64,Wallet,Shipped,"86974 Butler Valley Apt. 370, Lake Angela, KY 62050",Goodwinburgh,India,54661,False
ORD001283,CUST7884,Laura Parrish,haroldarmstrong@davis-bauer.com,2026-04-10 17:42:00,PROD195,Worker Bag,Home,5,205.37,0.12,46.54,950.17,UPI,Shipped,"USNS Taylor, FPO AP 00628",Lopezbury,Australia,90311,True
ORD001284,CUST7651,Sharon Davis,matthew41@hotmail.com,2025-03-12 02:06:00,PROD654,Position Laptop,Home,10,13.0,0.27,2.13,97.03,Debit Card,Shipped,"40035 Walker Flats, New Edward, ID 43280",Monicatown,Canada,40917,True
ORD001285,CUST1275,Ms. Nicole Bean,ygarcia@hotmail.com,2025-02-11 10:10:00,PROD581,Pattern Shoes,Beauty,3,1298.73,0.17,43.33,3277.17,Cash on Delivery,Returned,"32508 Thompson Plains, Solomonmouth, LA 82435",West Samuel,USA,07125,True
ORD001286,CUST4072,Kelly Marks,andrewjackson@stephens-thompson.org,2026-01-13 21:32:00,PROD604,Strong Phone,Fashion,4,1979.35,0.0,26.15,7943.55,Credit Card,Shipped,"7363 Randy Gardens Apt. 846, North Taylorfurt, FL 67891",East Shirleyfurt,UK,41342,True
ORD001287,CUST7742,Kaylee Patrick,ashley16@gmail.com,2025-11-10 21:24:00,PROD692,Environmental Book,Home,4,1650.93,0.09,6.81,6016.2,Debit Card,Cancelled,"031 Jennifer Spurs, South Robertfurt, HI 99032",New Joshua,Canada,42202,True
ORD001288,CUST5144,Dylan Smith,ygilbert@gmail.com,2025-12-28 13:16:00,PROD807,Commercial Shoes,Sports,10,997.87,0.29,20.28,7105.16,Debit Card,Processing,"PSC 5110, Box 8486, APO AE 05270",Simonchester,Australia,98471,True
ORD001289,CUST2182,Matthew Brown,phillipsbrittany@hotmail.com,2026-05-11 21:15:00,PROD800,Body Watch,Fashion,3,1423.58,0.07,12.5,3984.29,Debit Card,Pending,"89162 Ramirez Burg Suite 678, Luisfort, IN 19834",South Michaelburgh,Germany,90061,True
ORD001290,CUST6592,Steven Schroeder,joseph40@jones-jones.com,2025-10-22 00:41:00,PROD311,Right Watch,Fashion,4,1435.89,0.25,0.69,4308.36,Debit Card,Pending,"850 John Shoals, West Danielletown, NE 57349",Davisside,Australia,45041,True
ORD001291,CUST4302,Daniel Gonzalez,qgallagher@andrews-stewart.com,2026-03-21 11:20:00,PROD978,Simply Bag,Fashion,7,760.56,0.16,13.75,4485.84,Debit Card,Returned,"824 Eric View, New Susan, OH 09967",Kristiburgh,UK,06734,False
ORD001292,CUST1050,Shannon Frazier,kirkmonique@smith.org,2025-04-07 21:54:00,PROD543,Law Watch,Fashion,4,982.38,0.28,21.87,2851.12,Credit Card,Shipped,"0732 Brady Rapid, East Paigeport, AR 32884",West Brandon,India,99547,False
ORD001293,CUST7982,David Sanders,annwagner@phillips-blake.com,2025-09-26 09:13:00,PROD887,Meet Laptop,Books,7,225.28,0.09,14.17,1449.2,Wallet,Processing,"3999 Moore Street Suite 803, North Alexandra, KS 13087",Angelabury,India,17283,False
ORD001294,CUST7399,Amber Flores,theresa48@guerrero-cook.com,2025-06-28 09:41:00,PROD376,Think Shoes,Books,4,901.44,0.21,13.78,2862.33,Debit Card,Delivered,"77210 Timothy Heights, Thomasbury, CT 91178",South Davidview,UK,94120,True
ORD001295,CUST3370,Curtis Scott,rose86@yahoo.com,2025-01-09 07:41:00,PROD212,Represent Book,Beauty,8,772.24,0.3,27.59,4352.13,UPI,Returned,"USNS Mendoza, FPO AA 78996",Sullivantown,Canada,58498,False
ORD001296,CUST2755,James Blair,jbaker@gmail.com,2025-12-20 03:17:00,PROD347,Open Book,Home,9,1599.93,0.22,1.01,11232.52,Debit Card,Cancelled,"68938 Michael Walks, Port Amanda, SC 37468",West Jasonbury,Australia,48344,True
ORD001297,CUST7876,Albert Foster,xmccann@gmail.com,2025-11-18 15:33:00,PROD681,Road Book,Electronics,1,302.45,0.01,38.42,337.85,Net Banking,Cancelled,"PSC 6848, Box 0316, APO AE 52979",Millsmouth,USA,41801,True
ORD001298,CUST7585,Roy Tran,john64@bishop.com,2025-02-25 23:19:00,PROD785,Something Chair,Sports,7,506.08,0.24,29.31,2721.66,Wallet,Returned,"95395 Joy Vista, Williamsside, ID 24204",Hobbsport,Canada,92882,False
ORD001299,CUST6847,Anna King,spencer54@hotmail.com,2025-02-19 12:30:00,PROD582,Might Chair,Fashion,10,396.56,0.07,2.29,3690.3,Wallet,Shipped,"0499 Barbara Mall Suite 819, Michaelfurt, MA 75862",Bautistabury,Germany,80402,False
ORD001300,CUST7729,Richard Johnson,andrew73@weaver-sweeney.org,2025-04-27 13:35:00,PROD987,Big Laptop,Fashion,1,1381.01,0.03,44.8,1384.38,Net Banking,Processing,"PSC 8041, Box 7569, APO AP 36927",North Thomas,UK,94009,True
ORD001301,CUST2586,Renee Hurst,rpham@hotmail.com,2025-02-22 21:35:00,PROD137,Language Book,Electronics,8,1438.27,0.07,10.73,10711.46,Wallet,Shipped,"USS Hughes, FPO AP 61134",East Robert,UK,40897,True
ORD001302,CUST2946,Barbara Baker,tbarajas@yahoo.com,2025-05-24 20:37:00,PROD195,Listen Chair,Home,8,1786.74,0.03,46.18,13911.28,Wallet,Cancelled,"USS Everett, FPO AA 43452",Bensonside,Canada,09240,True
ORD001303,CUST9020,Briana Carrillo,melissachang@davidson.com,2025-01-23 15:44:00,PROD936,Evening Shoes,Groceries,5,1084.44,0.2,34.79,4372.55,Net Banking,Pending,"608 Garcia Square, Ericaside, MA 48723",South Jennifer,Germany,08589,True
ORD001304,CUST6847,Diana Bryant,davidflores@hotmail.com,2025-02-15 16:37:00,PROD871,International Watch,Sports,4,1850.0,0.08,21.36,6829.36,Cash on Delivery,Shipped,"Unit 0716 Box 9448, DPO AP 13015",Karatown,USA,01127,True
ORD001305,CUST4837,Nicholas Johnson,robert23@gmail.com,2026-01-14 03:40:00,PROD855,Approach Laptop,Beauty,10,47.62,0.08,8.6,446.7,Debit Card,Processing,"79729 Warren Estates Apt. 885, Ericborough, KY 34399",Johnstonberg,USA,49631,True
ORD001306,CUST2931,Samuel Gillespie,lisarussell@yahoo.com,2025-04-12 04:18:00,PROD843,Fact Bag,Fashion,8,127.24,0.13,30.93,916.52,UPI,Pending,"783 Browning Circle Suite 392, Deborahshire, WY 56883",Stevensside,Australia,42943,False
